,微博正文,点赞数,转发数,评论数,附图,附链接,TAG,明星,清洗正文
755,#狼殿下肖战#xz#肖战疾冲#“每个人走的路不一样，不用去和别人比较然后把自己逼上绝路，要找到最适合自己的方法，也要相信勤能补拙。对，努力不一定能成功，但不努力一定不会成功”———肖战肖战@X玖少年团肖战DAYTOY[组图共15张]原图,55,16,248,"<re.Match object; span=(108, 118), match='[组图共15张]原图'>",[],"['狼殿下肖战', '肖战疾冲']",['@X玖少年团肖战DAYTOY'],xz“每个人走的路不一样，不用去和别人比较然后把自己逼上绝路，要找到最适合自己的方法，也要相信勤能补拙。对，努力不一定能成功，但不努力一定不会成功”———肖战肖战@X玖少年团肖战DAYTOY
756,转发理由://@itsashou_:敲重点！！！！！明天晚上七点直播，七点二十上🔗，七点半开抢！原始用户:姐姐追剧中转发内容:报！票这次真的来了！看图看图看图！16号=周三=明晚七点直播，19：20上线，19:30开抢！预计有可能还是通过猫眼，所以可以看图5，先下好APP做好认证~实名不可退不可转让，一定要确定自己能去且【14天内没有经过中高风险地区】[组图共5张]原图,1,0,0,"<re.Match object; span=(177, 186), match='[组图共5张]原图'>",[],[],[],转发理由://@itsashou_:敲重点！！！！！明天晚上七点直播，七点二十上🔗，七点半开抢！原始用户:姐姐追剧中转发内容:报！票这次真的来了！看图看图看图！16号=周三=明晚七点直播，19：20上线，19:30开抢！预计有可能还是通过猫眼，所以可以看图5，先下好APP做好认证~实名不可退不可转让，一定要确定自己能去且【14天内没有经过中高风险地区】
757,#肖战疾冲#xz#狼殿下肖战#肖战正能量艺人，肖战粉丝热心做公益，肖战演技好，肖战唱歌棒，肖战颜值高，肖战暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正，愿肖战越来越好肖战@X玖少年团肖战DAYTOY原图,1,0,31,"<re.Match object; span=(125, 127), match='原图'>",[],"['肖战疾冲', '狼殿下肖战']",['@X玖少年团肖战DAYTOY'],xz肖战正能量艺人，肖战粉丝热心做公益，肖战演技好，肖战唱歌棒，肖战颜值高，肖战暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正，愿肖战越来越好肖战@X玖少年团肖战DAYTOY
758,#电视剧大赏#我已为@X玖少年团肖战DAYTOY投出一票，和我一起选出2020年人气男性角色吧～人气男性角色,0,0,0,,[],['电视剧大赏'],['@X玖少年团肖战DAYTOY'],我已为@X玖少年团肖战DAYTOY投出一票，和我一起选出2020年人气男性角色吧～人气男性角色
759,#电视剧大赏#我已为@电视剧狼殿下投出一票，和我一起选出2020年人气电视剧吧～人气剧集,0,0,0,,[],['电视剧大赏'],[],我已为@电视剧狼殿下投出一票，和我一起选出2020年人气电视剧吧～人气剧集
760,转发理由:转发微博原始用户:新酒记转发内容:#wap#举报这首歌的不是无关艺人的粉丝，反而有些人为了“证明”这是其他粉丝做的，故意只截取一半水印，并且造谣歌曲下架，看到歌曲没有下架部分王姓艺人的粉丝应该很失望。原图上一共四个水印，而黑号目前只能通过其中一个ID的曾用头像来按头，实际上无法判断哪个是首发，也无法判断首发是不是没有水印这四位都是在搬图，毕竟这四位其中一位还是置顶代言购买记录的王一博回踩粉。最后王一博粉丝为了黑人举报视频截图🈶抖平台显示这首歌为视频发布者自己删除（具体情况未知，但是确实是这样显示的）[组图共6张]原图,0,0,0,"<re.Match object; span=(257, 266), match='[组图共6张]原图'>",[],['wap'],[],转发理由:转发微博原始用户:新酒记转发内容:举报这首歌的不是无关艺人的粉丝，反而有些人为了“证明”这是其他粉丝做的，故意只截取一半水印，并且造谣歌曲下架，看到歌曲没有下架部分王姓艺人的粉丝应该很失望。上一共四个水印，而黑号目前只能通过其中一个ID的曾用头像来按头，实际上无法判断哪个是首发，也无法判断首发是不是没有水印这四位都是在搬图，毕竟这四位其中一位还是置顶代言购买记录的王一博回踩粉。最后王一博粉丝为了黑人举报视频截图🈶抖平台显示这首歌为视频发布者自己删除（具体情况未知，但是确实是这样显示的）
761,转发理由://@X玖少年团肖战DAYTOY:#国家公祭日#铭记历史，珍爱和平，吾辈当自强！原始用户:央视新闻转发内容:【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者#国家公祭日#。在那场持续6周的人间浩劫里，#南京大屠杀每隔12秒就有一人遇难#。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！原图,0,0,0,"<re.Match object; span=(165, 167), match='原图'>",[],"['国家公祭日', '国家公祭日', '南京大屠杀每隔12秒就有一人遇难']",['@X玖少年团肖战DAYTOY'],转发理由://@X玖少年团肖战DAYTOY:铭记历史，珍爱和平，吾辈当自强！原始用户:央视新闻转发内容:【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者。在那场持续6周的人间浩劫里，。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！
762,我为#肖战[超话]#贡献66影响力，超话目前在明星超话No.1！戳这里→http://t.cn/RrKeREG跟我一起助TA荣登超话封面吧~,0,0,0,,['http://t.cn/RrKeREG'],['肖战[超话]'],[],我为贡献66影响力，超话目前在明星超话No.1！戳这里→跟我一起助TA荣登超话封面吧~
763,#电视剧大赏#我已为@电视剧狼殿下投出一票，和我一起选出2020年人气电视剧吧～人气剧集,0,0,0,,[],['电视剧大赏'],[],我已为@电视剧狼殿下投出一票，和我一起选出2020年人气电视剧吧～人气剧集
764,#电视剧大赏#我已为@X玖少年团肖战DAYTOY投出一票，和我一起选出2020年人气男性角色吧～人气男性角色,0,0,0,,[],['电视剧大赏'],['@X玖少年团肖战DAYTOY'],我已为@X玖少年团肖战DAYTOY投出一票，和我一起选出2020年人气男性角色吧～人气男性角色
765,转发理由:杀青快乐，回见原始用户:肖战影音会官微转发内容:熟悉的仪式感肖战，加油！你是最棒的！[加油]分享@X玖少年团肖战DAYTOY的@绿洲动态:小别离绿洲[组图共2张]原图,1,0,0,"<re.Match object; span=(79, 88), match='[组图共2张]原图'>",[],[],['@X玖少年团肖战DAYTOY'],转发理由:杀青快乐，回见原始用户:肖战影音会官微转发内容:熟悉的仪式感肖战，加油！你是最棒的！[加油]分享@X玖少年团肖战DAYTOY的@绿洲动态:小别离绿洲
766,转发理由://@一菜二白:澄清见转！对方空口造谣+买通稿甩锅转移视线！虾群体一直专注自家只看帅哥，拒绝背这口锅#肖战粉丝澄清辟谣#原始用户:心碎却着迷转发内容:#wap#既然yxh开始搬运传谣了那我觉得我们也不得不表下态。1，火焰组作为一个不加盖的娱乐小组，没有审核条件，加入即可发帖。任何人都可以进去发帖，只能代表这个人的观点做法是错误的，代表不了整个小组，更遑论别的明星艺人粉丝群体。2，发帖人也没有任何粉丝标志。发帖人的做法我不认可，但也不能就说这个人就是我家的。明星黑粉我一概认为全都不是东西，问题是，不是作为A的黑，就一定是B的粉。世界上不止有A跟B。3，自年初事件以来，绝大部分粉丝反思己身，有则改之，无则加勉。绝不愿意再重蹈覆辙。欲加之罪何患无辞。总之粉丝的态度暂且先展示给大家。我们不会做这样的事，也一直学着抛弃粉圈思维，尊重每一件事物的存在（恶意伤害除外）。4，今次这样的事，还特地发在火焰组这个被污名化严重的组，很难不觉得是在策划一个刻意挑动情绪的事件。目的是，增加粉群对立情绪，增加粉丝愤怒情绪，很容易会做出一下不理智不冷静的举动，甚至因为可能会有的正常同事互动，牵连艺人本身。或者愤懑下的举动被人抓把柄送上社会新闻及rs。不要上连环套，不要被情绪牵动，不要跟大众站对立面【wap】#肖战粉丝澄清辟谣#[组图共2张]原图,0,4,0,"<re.Match object; span=(562, 571), match='[组图共2张]原图'>",[],"['肖战粉丝澄清辟谣', 'wap', '肖战粉丝澄清辟谣']",[],转发理由://@一菜二白:澄清见转！对方空口造谣+买通稿甩锅转移视线！虾群体一直专注自家只看帅哥，拒绝背这口锅原始用户:心碎却着迷转发内容:既然yxh开始搬运传谣了那我觉得我们也不得不表下态。1，火焰组作为一个不加盖的娱乐小组，没有审核条件，加入即可发帖。任何人都可以进去发帖，只能代表这个人的观点做法是错误的，代表不了整个小组，更遑论别的明星艺人粉丝群体。2，发帖人也没有任何粉丝标志。发帖人的做法我不认可，但也不能就说这个人就是我家的。明星黑粉我一概认为全都不是东西，问题是，不是作为A的黑，就一定是B的粉。世界上不止有A跟B。3，自年初事件以来，绝大部分粉丝反思己身，有则改之，无则加勉。绝不愿意再重蹈覆辙。欲加之罪何患无辞。总之粉丝的态度暂且先展示给大家。我们不会做这样的事，也一直学着抛弃粉圈思维，尊重每一件事物的存在（恶意伤害除外）。4，今次这样的事，还特地发在火焰组这个被污名化严重的组，很难不觉得是在策划一个刻意挑动情绪的事件。目的是，增加粉群对立情绪，增加粉丝愤怒情绪，很容易会做出一下不理智不冷静的举动，甚至因为可能会有的正常同事互动，牵连艺人本身。或者愤懑下的举动被人抓把柄送上社会新闻及rs。不要上连环套，不要被情绪牵动，不要跟大众站对立面【wap】
767,转发理由://@X玖少年团肖战DAYTOY:#国家公祭日#铭记历史，珍爱和平，吾辈当自强！原始用户:央视新闻转发内容:【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者#国家公祭日#。在那场持续6周的人间浩劫里，#南京大屠杀每隔12秒就有一人遇难#。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！原图,0,0,0,"<re.Match object; span=(165, 167), match='原图'>",[],"['国家公祭日', '国家公祭日', '南京大屠杀每隔12秒就有一人遇难']",['@X玖少年团肖战DAYTOY'],转发理由://@X玖少年团肖战DAYTOY:铭记历史，珍爱和平，吾辈当自强！原始用户:央视新闻转发内容:【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者。在那场持续6周的人间浩劫里，。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！
768,我刚刚在#星光大赏#为@X玖少年团肖战DAYTOY贡献星光，一起@腾讯视频送我去现场为爱豆打call！星光大赏星光能量榜,0,0,0,,[],['星光大赏'],['@X玖少年团肖战DAYTOY'],我刚刚在为@X玖少年团肖战DAYTOY贡献星光，一起@腾讯视频送我去现场为爱豆打call！星光大赏星光能量榜
769,"我为@X玖少年团肖战DAYTOY贡献星光，疯狂艾特@腾讯视频,快送我去#星光大赏#现场为爱豆打call！星光大赏星光能量榜",0,0,1,,[],['星光大赏'],['@X玖少年团肖战DAYTOY'],"我为@X玖少年团肖战DAYTOY贡献星光，疯狂艾特@腾讯视频,快送我去现场为爱豆打call！星光大赏星光能量榜"
770,#电视剧大赏#我已为@X玖少年团肖战DAYTOY投出一票，和我一起选出2020年人气男性角色吧～人气男性角色,0,0,0,,[],['电视剧大赏'],['@X玖少年团肖战DAYTOY'],我已为@X玖少年团肖战DAYTOY投出一票，和我一起选出2020年人气男性角色吧～人气男性角色
771,#电视剧大赏#我已为@电视剧狼殿下投出一票，和我一起选出2020年人气电视剧吧～人气剧集,0,0,1,,[],['电视剧大赏'],[],我已为@电视剧狼殿下投出一票，和我一起选出2020年人气电视剧吧～人气剧集
772,转发理由://@X玖少年团肖战DAYTOY:#国家公祭日#铭记历史，珍爱和平，吾辈当自强！原始用户:央视新闻转发内容:【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者#国家公祭日#。在那场持续6周的人间浩劫里，#南京大屠杀每隔12秒就有一人遇难#。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！原图,0,0,0,"<re.Match object; span=(165, 167), match='原图'>",[],"['国家公祭日', '国家公祭日', '南京大屠杀每隔12秒就有一人遇难']",['@X玖少年团肖战DAYTOY'],转发理由://@X玖少年团肖战DAYTOY:铭记历史，珍爱和平，吾辈当自强！原始用户:央视新闻转发内容:【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者。在那场持续6周的人间浩劫里，。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！
773,转发理由://@X玖少年团肖战DAYTOY:#国家公祭日#铭记历史，珍爱和平，吾辈当自强！原始用户:央视新闻转发内容:【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者#国家公祭日#。在那场持续6周的人间浩劫里，#南京大屠杀每隔12秒就有一人遇难#。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！原图,0,0,0,"<re.Match object; span=(165, 167), match='原图'>",[],"['国家公祭日', '国家公祭日', '南京大屠杀每隔12秒就有一人遇难']",['@X玖少年团肖战DAYTOY'],转发理由://@X玖少年团肖战DAYTOY:铭记历史，珍爱和平，吾辈当自强！原始用户:央视新闻转发内容:【今日，请一起转发！铭记！为30万遇难同胞！】今天，南京大屠杀死难者。在那场持续6周的人间浩劫里，。今天，我们以国之名悼念逝者！不为延续仇恨，只为警醒：吾辈自强！
